Day fraction since midnight on 	influent turbidity (NTU)	effluent turbidity (NTU)	water pump control (rpm)	coag pump control (rpm)	acid pump control (rpm)	carbon pump control (rpm)
0.4195064013	2.0642812252	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4195642723	2.0642812252	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4196221432	2.0642812252	0.8655792475	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4196800369	1.9866982698	0.8655792475	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4197379094	1.9404908419	0.8655792475	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4197957849	1.9318448305	0.8655792475	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4198536700	1.8746360540	0.8655792475	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4199115637	1.8619872332	0.8655792475	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4199694345	1.8281933069	0.8655792475	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4200273109	1.8223272562	0.8655792475	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4200852046	1.7937391996	0.8322513103	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4201430756	1.7937391996	0.8322513103	34.2720000000	0.2811676301	1.4060115607	0.7030057803
