Day fraction since midnight on 	Time (seconds)	influent turbidity (NTU)	effluent turbidity (NTU)	water pump control (rpm)	coag pump control (rpm)	acid pump control (rpm)	carbon pump control (rpm)
0.746865261	7912	1.768904567	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.746923156	7955	1.666015267	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.746980994	7998	1.666015267	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.747038877	8041	1.564823628	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.747096738	8084	1.564823628	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.747154621	8127	1.495417953	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.747212482	8170	1.495417953	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.747270365	8213	1.46604991	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.747328226	8256	1.46604991	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.747386109	8299	1.543808103	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.747443969	8342	1.543808103	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.74750183	8385	1.481109023	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.747559702	8428	1.481109023	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.747617574	8471	1.462849498	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.747675446	8514	1.462849498	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.747733329	8557	1.38531971	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.74779119	8600	1.38531971	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.747849062	8643	1.354056716	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.747906945	8686	1.354056716	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.747964794	8729	1.371895552	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.748022666	8772	1.371895552	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.748080538	8815	1.271464109	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.74813841	8858	1.271464109	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.748196293	8901	1.213923693	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.748254154	8944	1.213923693	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.748312026	8987	1.260426283	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.748369909	9030	1.185233593	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.748427758	9073	1.166613579	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.748485642	9116	1.150128365	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.748543502	9159	1.138932824	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.748601374	9202	1.120289803	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.748659257	9245	1.111977816	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.748717129	9288	1.179740667	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.748775013	9331	1.168154597	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.748832873	9374	1.10150981	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.748890733	9417	1.077359557	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
