Day fraction since midnight on 	Time (seconds)	influent turbidity (NTU)	effluent turbidity (NTU)	water pump control (rpm)	coag pump control (rpm)	acid pump control (rpm)	carbon pump control (rpm)
0.584594827	6936	2.870802403	2.338173628	34.31314286	0.087884393	1.406011561	0.70300578
0.584652699	6970	2.870802403	2.338173628	34.31314286	0.087884393	1.406011561	0.70300578
0.584710582	7004	2.848219633	2.393307924	34.31314286	0.087884393	1.406011561	0.70300578
0.584768442	7038	2.848219633	2.393307924	34.31314286	0.087884393	1.406011561	0.70300578
0.584826314	7072	2.848219633	2.393307924	34.31314286	0.087884393	1.406011561	0.70300578
0.584884174	7106	3.068949461	2.409836769	34.31314286	0.087884393	1.406011561	0.70300578
0.584942046	7140	3.068949461	2.409836769	34.31314286	0.087884393	1.406011561	0.70300578
0.584999918	7174	3.068949461	2.409836769	34.31314286	0.087884393	1.406011561	0.70300578
0.58505779	7208	2.830173016	2.435947418	34.31314286	0.087884393	1.406011561	0.70300578
0.585115673	7242	2.830173016	2.435947418	34.31314286	0.087884393	1.406011561	0.70300578
0.585173545	7276	2.830173016	2.435947418	34.31314286	0.087884393	1.406011561	0.70300578
0.585231417	7310	2.732107163	2.459753513	34.31314286	0.087884393	1.406011561	0.70300578
0.585289277	7344	2.732107163	2.459753513	34.31314286	0.087884393	1.406011561	0.70300578
0.585347149	7378	2.732107163	2.459753513	34.31314286	0.087884393	1.406011561	0.70300578
0.58540502	7412	2.770531893	2.422176361	34.31314286	0.087884393	1.406011561	0.70300578
0.585462881	7446	2.770531893	2.422176361	34.31314286	0.087884393	1.406011561	0.70300578
0.585520752	7480	2.770531893	2.422176361	34.31314286	0.087884393	1.406011561	0.70300578
0.585578636	7514	2.592886925	2.394929886	34.31314286	0.087884393	1.406011561	0.70300578
0.585636496	7548	2.592886925	2.394929886	34.31314286	0.087884393	1.406011561	0.70300578
0.585694379	7582	2.592886925	2.394929886	34.31314286	0.087884393	1.406011561	0.70300578
0.585752239	7616	2.579127789	2.42926383	34.31314286	0.087884393	1.406011561	0.70300578
0.5858101	7650	2.579127789	2.42926383	34.31314286	0.087884393	1.406011561	0.70300578
0.585867983	7684	2.579127789	2.42926383	34.31314286	0.087884393	1.406011561	0.70300578
0.585925843	7718	2.475022316	2.518964768	34.31314286	0.087884393	1.406011561	0.70300578
0.585983715	7752	2.475022316	2.518964768	34.31314286	0.087884393	1.406011561	0.70300578
0.586041598	7786	2.475022316	2.518964768	34.31314286	0.087884393	1.406011561	0.70300578
0.58609947	7820	2.318151474	2.414725065	34.31314286	0.087884393	1.406011561	0.70300578
0.586157342	7854	2.318151474	2.414725065	34.31314286	0.087884393	1.406011561	0.70300578
0.586215214	7888	2.318151474	2.414725065	34.31314286	0.087884393	1.406011561	0.70300578
0.586273062	7922	2.254591227	2.446397305	34.31314286	0.087884393	1.406011561	0.70300578
0.586330934	7956	2.254591227	2.446397305	34.31314286	0.087884393	1.406011561	0.70300578
0.586388806	7990	2.254591227	2.446397305	34.31314286	0.087884393	1.406011561	0.70300578
0.586446678	8024	2.063011646	2.518967629	34.31314286	0.087884393	1.406011561	0.70300578
0.586504549	8058	2.063011646	2.518967629	34.31314286	0.087884393	1.406011561	0.70300578
0.586562421	8092	2.063011646	2.518967629	34.31314286	0.087884393	1.406011561	0.70300578
0.586620304	8126	1.878258109	2.462366104	34.31314286	0.087884393	1.406011561	0.70300578
0.586678165	8160	1.878258109	2.462366104	34.31314286	0.087884393	1.406011561	0.70300578
0.58673606	8194	1.878258109	2.462366104	34.31314286	0.087884393	1.406011561	0.70300578
0.586793897	8228	1.830335021	4.026469708	34.31314286	0.087884393	1.406011561	0.70300578
0.58685178	8262	1.830335021	4.026469708	34.31314286	0.087884393	1.406011561	0.70300578
0.58690964	8296	1.830335021	4.026469708	34.31314286	0.087884393	1.406011561	0.70300578
0.586967512	8330	2.101490498	7.113533497	34.31314286	0.087884393	1.406011561	0.70300578
0.587025384	8364	2.101490498	7.113533497	34.31314286	0.087884393	1.406011561	0.70300578
0.587083256	8398	2.101490498	7.113533497	34.31314286	0.087884393	1.406011561	0.70300578
0.587141127	8432	2.42894721	7.723565102	34.31314286	0.087884393	1.406011561	0.70300578
0.587198999	8466	2.42894721	7.723565102	34.31314286	0.087884393	1.406011561	0.70300578
0.587256859	8500	2.42894721	7.723565102	34.31314286	0.087884393	1.406011561	0.70300578
0.587314743	8534	2.336956501	7.823435783	34.31314286	0.087884393	1.406011561	0.70300578
0.587372603	8568	2.336956501	7.823435783	34.31314286	0.087884393	1.406011561	0.70300578
0.587430486	8602	2.336956501	7.823435783	34.31314286	0.087884393	1.406011561	0.70300578
0.587488346	8636	2.101560354	8.431258202	34.31314286	0.087884393	1.406011561	0.70300578
0.587546218	8670	2.101560354	8.431258202	34.31314286	0.087884393	1.406011561	0.70300578
0.58760409	8704	2.101560354	8.431258202	34.31314286	0.087884393	1.406011561	0.70300578
0.587661962	8738	1.891494632	8.115725517	34.31314286	0.087884393	1.406011561	0.70300578
0.587719833	8772	1.891494632	8.115725517	34.31314286	0.087884393	1.406011561	0.70300578
0.587777705	8806	1.891494632	8.115725517	34.31314286	0.087884393	1.406011561	0.70300578
0.587835577	8840	1.780043483	7.27726984	34.31314286	0.087884393	1.406011561	0.70300578
0.587893437	8874	1.780043483	7.27726984	34.31314286	0.087884393	1.406011561	0.70300578
