Day fraction since midnight on 	Time (seconds)	influent turbidity (NTU)	effluent turbidity (NTU)	water pump control (rpm)	coag pump control (rpm)	acid pump control (rpm)	carbon pump control (rpm)
0.607794867	5940	5.170074463	5.889870644	34.25828571	0.35132948	1.406011561	0.70300578
0.60785275	5976	5.170074463	5.889870644	34.25828571	0.35132948	1.406011561	0.70300578
0.607910611	6012	5.170074463	5.889870644	34.25828571	0.35132948	1.406011561	0.70300578
0.607968482	6048	4.835038662	5.487222195	34.25828571	0.35132948	1.406011561	0.70300578
0.608026343	6084	4.835038662	5.487222195	34.25828571	0.35132948	1.406011561	0.70300578
0.608084214	6120	4.835038662	5.487222195	34.25828571	0.35132948	1.406011561	0.70300578
0.608142086	6156	5.22190094	3.604150534	34.25828571	0.35132948	1.406011561	0.70300578
0.60819997	6192	5.22190094	3.604150534	34.25828571	0.35132948	1.406011561	0.70300578
0.60825783	6228	5.22190094	3.604150534	34.25828571	0.35132948	1.406011561	0.70300578
0.608315702	6264	5.034117222	3.092357397	34.25828571	0.35132948	1.406011561	0.70300578
0.608373574	6300	5.034117222	3.092357397	34.25828571	0.35132948	1.406011561	0.70300578
0.608431445	6336	5.034117222	3.092357397	34.25828571	0.35132948	1.406011561	0.70300578
0.608489329	6372	4.81065321	1.842865229	34.25828571	0.35132948	1.406011561	0.70300578
0.608547178	6408	4.81065321	1.842865229	34.25828571	0.35132948	1.406011561	0.70300578
0.608605049	6444	4.81065321	1.842865229	34.25828571	0.35132948	1.406011561	0.70300578
0.608662921	6480	4.418863773	1.196776748	34.25828571	0.35132948	1.406011561	0.70300578
0.608720793	6516	4.418863773	1.196776748	34.25828571	0.35132948	1.406011561	0.70300578
0.608778676	6552	4.418863773	1.196776748	34.25828571	0.35132948	1.406011561	0.70300578
0.608836537	6588	4.418003082	1.425650835	34.25828571	0.35132948	1.406011561	0.70300578
0.608894409	6624	4.418003082	1.425650835	34.25828571	0.35132948	1.406011561	0.70300578
0.60895228	6660	4.418003082	1.425650835	34.25828571	0.35132948	1.406011561	0.70300578
0.609010141	6696	6.292353153	1.878101468	34.25828571	0.35132948	1.406011561	0.70300578
0.609068024	6732	6.292353153	1.878101468	34.25828571	0.35132948	1.406011561	0.70300578
0.609125896	6768	6.292353153	1.878101468	34.25828571	0.35132948	1.406011561	0.70300578
0.609183756	6804	9.685359955	1.096815109	34.25828571	0.35132948	1.406011561	0.70300578
0.609241628	6840	9.685359955	1.096815109	34.25828571	0.35132948	1.406011561	0.70300578
0.6092995	6876	9.685359955	1.096815109	34.25828571	0.35132948	1.406011561	0.70300578
0.609357383	6912	15.92446709	1.004080534	34.25828571	0.35132948	1.406011561	0.70300578
0.609415243	6948	15.92446709	1.004080534	34.25828571	0.35132948	1.406011561	0.70300578
0.609473104	6984	15.92446709	1.004080534	34.25828571	0.35132948	1.406011561	0.70300578
0.609530987	7020	14.39892578	1.07171905	34.25828571	0.35132948	1.406011561	0.70300578
0.609588847	7056	14.39892578	1.07171905	34.25828571	0.35132948	1.406011561	0.70300578
0.609646719	7092	14.39892578	1.07171905	34.25828571	0.35132948	1.406011561	0.70300578
0.609704591	7128	16.66705704	1.120462775	34.25828571	0.35132948	1.406011561	0.70300578
0.609762474	7164	16.66705704	1.120462775	34.25828571	0.35132948	1.406011561	0.70300578
0.609820335	7200	16.66705704	1.120462775	34.25828571	0.35132948	1.406011561	0.70300578
0.609878207	7236	18.75448608	1.084337354	34.25828571	0.35132948	1.406011561	0.70300578
0.609936078	7272	18.75448608	1.084337354	34.25828571	0.35132948	1.406011561	0.70300578
0.60999395	7308	18.75448608	1.084337354	34.25828571	0.35132948	1.406011561	0.70300578
0.610051822	7344	18.52492142	0.989772618	34.25828571	0.35132948	1.406011561	0.70300578
0.610109694	7380	18.52492142	0.989772618	34.25828571	0.35132948	1.406011561	0.70300578
0.610167566	7416	18.52492142	0.989772618	34.25828571	0.35132948	1.406011561	0.70300578
0.610225426	7452	16.80643654	0.866380394	34.25828571	0.35132948	1.406011561	0.70300578
0.610283309	7488	16.80643654	0.866380394	34.25828571	0.35132948	1.406011561	0.70300578
0.61034117	7524	16.80643654	0.866380394	34.25828571	0.35132948	1.406011561	0.70300578
0.610399053	7560	14.88174629	0.866380394	34.25828571	0.35132948	1.406011561	0.70300578
0.610456902	7596	14.76891422	1.026625514	34.25828571	0.35132948	1.406011561	0.70300578
0.610514774	7632	14.76891422	1.026625514	34.25828571	0.35132948	1.406011561	0.70300578
0.610572645	7668	14.76891422	1.026625514	34.25828571	0.35132948	1.406011561	0.70300578
0.610630517	7704	12.99628544	0.991881073	34.25828571	0.35132948	1.406011561	0.70300578
0.610688401	7740	12.99628544	0.991881073	34.25828571	0.35132948	1.406011561	0.70300578
0.610746261	7776	12.99628544	0.991881073	34.25828571	0.35132948	1.406011561	0.70300578
0.610804144	7812	11.55684376	0.908084691	34.25828571	0.35132948	1.406011561	0.70300578
0.610862004	7848	11.55684376	0.908084691	34.25828571	0.35132948	1.406011561	0.70300578
0.610919865	7884	11.55684376	0.908084691	34.25828571	0.35132948	1.406011561	0.70300578
